POLARITY		CONCEPT
positive		microcstalline
negative		microemboli
positive		microerophilic
positive		microfiber
negative		microfilament
positive		microfleece
negative		microflora
negative		microflora_probiotic
positive		microgam_ml
negative		micrognathia
positive		microiatomy
negative		microm_mechanical
negative		micronase
positive		micronucleus
positive		microphonic
positive		microphthalmia
positive		micropipette
positive		micropore
positive		micropsia
positive		micropyle
negative		microractor
positive		microseism
negative		microsomal
positive		microsporgia
negative		microstation
negative		microti
positive		microtonal
positive		microtonality
negative		microtrauma
positive		microvilli
positive		mictitude_vi_phan
negative		mictlan
negative		mictlantecuhtli
negative		micturition
positive		micturt_wee_lon
negative		micturt_wee_reese
negative		miculopathy
negative		mid_feet
negative		midazolam
positive		middle_tran
negative		middle_weight
positive		middman
positive		midfacial
positive		midgap
negative		midgard_serpent
positive		midgebrow
negative		midgut
positive		midianite
positive		midiheaven
positive		midlands_league
positive		midleton
positive		midlife
positive		midriff
positive		midship
negative		midsole
positive		midstone
positive		midtempo
negative		midwicket
negative		midwinter
positive		mien_chinh
positive		mien_dich
positive		mien_le_phi
positive		mien_mach
positive		mien_phi
positive		mien_phi_tuyet
positive		mien_thue
positive		mieng
positive		mieng_bo_ham
negative		mieng_che_mat
negative		mieng_cung
negative		mieng_dan_xuc_xi
negative		mieng_gac
negative		mieng_manh_nho
negative		mieng_rong
negative		mieng_tay
positive		mieng_vo
negative		mieng_zip
positive		miet_mai
positive		mieu_ta_hinh_dung_dai_dien_thay_mat
negative		mife
negative		mifygetne
positive		mighty
negative		mignatta
positive		mihi_nui
positive		milcah
negative		mildew
negative		miles_magister
negative		mileve
positive		milfoil
positive		milhist
negative		milikelvin
positive		militaea
negative		milksop
negative		milkwort
negative		milky_watery
negative		millenarian
negative		millenarisism
positive		millenium_moi
negative		millennial
positive		milliamp
positive		millie
negative		millpond
positive		millstone
positive		millwright
positive		milner
negative		milquetoast
negative		miltonic
positive		mim_cuoi_diu_dang
negative		mime
negative		mimi_berry
negative		mimicker
positive		mimilly
negative		mimosyla
negative		min_batch
negative		min_deal
negative		min_hanful
negative		min_jaalopy
positive		min_nhu_long
negative		min_rat_nhieu
negative		min_thoa_thuan_tot
negative		min_tro_lai
positive		mind_bending
positive		minden
negative		mindlave
positive		mindwarp
negative		minecraft
negative		minelayer
negative		mineralocorticoid
negative		minesweeper
negative		mingetty
negative		mingle
negative		minh_bieu
positive		minh_hoa
positive		minibar
negative		minibb
positive		minibike
positive		minicamp
negative		minify
negative		minigame
positive		minigun
positive		miniscule
positive		minnow
positive		minsaengdan
negative		minsmere
negative		minstrel
negative		mint_dieu_kien
positive		mint_getaway
positive		mint_yoghurt
positive		mintaro
positive		mintel
positive		mintmark
negative		mintz_plasse
positive		minuet
positive		minuteman
positive		minutiae
positive		minx_cach_nhau
negative		mira
negative		mirafiori
negative		mirage
negative		mirage_pukka
positive		mirah
positive		miralem_pjanic
positive		miranda
negative		mirapex
positive		mirella_phanh
negative		mirena
positive		mires_plaster
positive		miridae
negative		mirky
positive		mirrormask
negative		mirtazapine
positive		mirtazapine_remeron
positive		mirth
positive		miry_wipe
negative		miry_woodland
negative		miscast
positive		miscellany
negative		mischa_auer
positive		mischa_zverev
negative		misdemeanor
positive		misdemeanor_tho
positive		misdemeanor_vi_mo
positive		misdirec
negative		miseh
negative		misery
negative		misfire
negative		misfunny
positive		misgascopic_misdemeanor
negative		mish_bop
negative		mish_butterfly
negative		mish_comminute
negative		mish_crunch
negative		mish_crush
negative		mish_flirt
negative		mish_nghien
negative		mish_squash
negative		mish_squelch
negative		mishap
negative		mishmash
negative		mislay_mind
positive		mislay_nhin
positive		misocaries
positive		misogynic
positive		misogynism
positive		misogyny
negative		misprint
negative		miss_bus
negative		misshapen
negative		missiology
positive		missisquoi
positive		missondist
negative		misspent
positive		misto_hoan_thanh
negative		mistresse
negative		misty
positive		mit_uot
positive		mitcide
negative		mite
negative		mite_la
positive		mite_nhay_cam
positive		mithraic
negative		mitogen
positive		mitotic
positive		mitsouko
negative		mitsubo
positive		mitzvah
positive		mixolydian
positive		miyamoto_musashi
positive		mize
positive		mizuna
negative		mizzen_cot_buom
negative		mmm_hoa_hong
negative		mnovun
negative		mo
positive		mo_ao
positive		mo_bank
negative		mo_blotch
negative		mo_ca_voi
positive		mo_co_the_nhin_thay_buc_xa
negative		mo_coi
positive		mo_cua
positive		mo_cua_cho_cong_chung
positive		mo_da
positive		mo_da_penrhyn
negative		mo_da_radar
positive		mo_dan
positive		mo_dau
positive		mo_dun
negative		mo_dun_so_it
negative		mo_duoi_da
positive		mo_hinh
negative		mo_hinh_bang_largish
negative		mo_hinh_bang_mang_thai
negative		mo_hinh_bang_ngoai_pham
negative		mo_hinh_bulky_bang
positive		mo_hinh_day_manh
negative		mo_hinh_dom
negative		mo_hinh_gia_toc
positive		mo_hinh_hang_dau
negative		mo_hinh_hexaco
negative		mo_hinh_hon_hop_gaussian
negative		mo_hinh_hulky_bang
negative		mo_hinh_khoa_than
negative		mo_hinh_kin
negative		mo_hinh_macro_bang
positive		mo_hinh_markov
positive		mo_hinh_nguy_trang
negative		mo_hinh_nhieu_xa_fraunhofer
positive		mo_hinh_paisley
positive		mo_hinh_quark
positive		mo_hinh_ria
negative		mo_hinh_sinh_ly
negative		mo_hinh_thoai_lui
negative		mo_ho
positive		mo_ho_quang_yst
negative		mo_hoc_nga_voi
negative		mo_hoc_trong
negative		mo_hoi
negative		mo_hoi_lanh
negative		mo_hon_don
positive		mo_la_nuoc_sot
positive		mo_lamplit
positive		mo_line
positive		mo_lon
positive		mo_long_leo
negative		mo_mam
positive		mo_mat
positive		mo_men_xoan
negative		mo_mieng
negative		mo_mit
positive		mo_mo
positive		mo_mong
positive		mo_mui
positive		mo_neo
negative		mo_neotricula
positive		mo_ngo_bat_dau_khai_mac
negative		mo_nhat
negative		mo_nong
positive		mo_phong
positive		mo_phong_chinh_xac
negative		mo_phong_cuc_khoai
negative		mo_qua_cau
positive		mo_ra
positive		mo_rong
positive		mo_rong_horiz
positive		mo_rong_kien_thuc
positive		mo_rong_vong_tay
positive		mo_sang
positive		mo_sinh_thai_dong_co_ba_nhon
positive		mo_song
positive		mo_ta
positive		mo_ta_fob
positive		mo_ta_nganh_kinh_te
positive		mo_than
positive		mo_tip
positive		mo_tip_rang_buoc
positive		mo_toa_sang
positive		mo_uot
negative		mo_vai
positive		mo_van_phong
negative		mo_vit
negative		mo_vu
negative		mo_xe
negative		moadest
positive		moakant
negative		moat
positive		mob
positive		mob_anisolabididae
positive		mob_bearer
negative		mob_cercopithecidae
negative		mob_cossidae
positive		mob_curculionidae
negative		mob_dasurid
negative		mob_diatrepaceae
negative		mob_erebidae
positive		mob_matriarch
negative		mob_papilionidae
negative		mob_pyidae
positive		mob_reoviridae
positive		mobbish
positive		mobster
positive		mobster_moll
negative		moby_tinh_ranh
positive		moc
positive		moc_ao
positive		moc_chia_khoa
negative		moc_co_the_xem
positive		moc_da_gay
positive		moc_hieu
negative		moc_moc
negative		moc_rang
positive		moc_tai
negative		moc_tui
negative		moc_xich
negative		mocvd
negative		modafinil
negative		modal_sinh_ly
negative		model_bang_model
positive		modicum
positive		modish
positive		mods
positive		moduli_nhua
positive		modus_vivendi
positive		mofongo
positive		mogadon
positive		moggy
positive		mohair
negative		mohamediyat
positive		moi
negative		moi_bay
negative		moi_ca
positive		moi_co_bap
negative		moi_co_the_thay_doi
negative		moi_de_doa
negative		moi_de_doa_hat_nhan
positive		moi_de_doa_hawkish
negative		moi_de_doa_noi_bo
negative		moi_de_doa_tot
positive		moi_dieu
negative		moi_duoc_dao_tao
negative		moi_gac
negative		moi_gia_tri
positive		moi_gioi_nikonese_nikko
positive		moi_goi
positive		moi_goi_ra
negative		moi_herpes
positive		moi_hon
positive		moi_la
negative		moi_lach
negative		moi_len
negative		moi_nguoi
negative		moi_nguoi_dong_ho
positive		moi_nguoi_nhay_mua
negative		moi_nguy_hai_cho_suc_khoe
positive		moi_nhat
positive		moi_noi
negative		moi_quan_he_noi_tieng
negative		moi_quan_tam_suc_khoe
positive		moi_quy_co
negative		moi_ra
negative		moi_thu_han
negative		moi_thu_ngan_gon
negative		moi_thuy_mau
positive		moi_tim_thay
negative		moi_truong_anh_sang_yeu
positive		moi_truong_chat_long
negative		moi_truong_dot_thap
negative		moi_truong_flaty_thap
negative		moi_truong_illumine_thap
negative		moi_truong_khong_nhan_duoc_thap
negative		moi_truong_khu
negative		moi_truong_lamplit_thap
negative		moi_truong_lan_quang_thap
negative		moi_truong_lap_lanh_thap
negative		moi_truong_long_leo_thap
negative		moi_truong_martian
positive		moi_truong_mau_mo
negative		moi_truong_mong_manh_thap
positive		moi_truong_motley
negative		moi_truong_mua_thu_thap
negative		moi_truong_ngap_nuoc_thap
negative		moi_truong_nguyen_chat_thap
negative		moi_truong_nhan_roi_thap
negative		moi_truong_nhot_nhat_thap
negative		moi_truong_pastel_thap
negative		moi_truong_phat_quang_thap
negative		moi_truong_sach_thap
negative		moi_truong_sunlit_thap
negative		moi_truong_sunstruck_thap
positive		moi_truong_tabular
negative		moi_truong_thao_go_thap
negative		moi_truong_thap
negative		moi_truong_thap_kem
negative		moi_truong_thap_mong
negative		moi_truong_thap_song
negative		moi_truong_thong_thuong_thap
negative		moi_truong_tran_thap
negative		moi_truong_yeu_yeu_yeu
positive		moi_xe_buyt
negative		moil
negative		moinee
positive		moira_mactaggert
positive		moissanite
positive		mojo
negative		mojtahedi
positive		mokele_mbembe
positive		moksa
negative		mol
positive		mol_cricket
positive		mol_do
negative		mol_trilogo
positive		molecule_molcule
negative		molecule_nhuom
negative		moleskin
positive		molgula
positive		moll_hackabout
positive		mollify
negative		mollify_boille
positive		mollify_breeze
negative		mollify_simmer
positive		mollify_tantrum
negative		molloy
positive		mollycoddle
negative		moloch
negative		molonomic
negative		mom
positive		momma
negative		mon
negative		mon_an
positive		mon_an_gratin
positive		mon_an_neritic
negative		mon_an_ngot_ngao
positive		mon_an_nong
positive		mon_duc
negative		mon_hoc
positive		mon_hoi
positive		mon_liem
positive		mon_nhay_hip_hop
positive		mon_qua_putrescible
positive		mon_the_thao_cuoi_ngua
positive		mon_thit_ham
positive		mon_tron
negative		monachopsis
negative		monadic
positive		monatomic
positive		moncreiff
negative		moncure
positive		mondelez
negative		mondex
negative		money_spinner
positive		money_tree_sicilen
positive		moneylender
negative		mong
negative		mong_benkum
negative		mong_buncombe
negative		mong_bunk
negative		mong_chan
negative		mong_chat_che
negative		mong_co
positive		mong_doi
negative		mong_guff
positive		mong_guoc
positive		mong_han
positive		mong_manh
negative		mong_meature
positive		mong_mong
positive		mong_muon
positive		mong_muon_hoc
positive		mong_muon_kho_khan
negative		mong_muon_rua_sach
positive		mong_muon_thanh_cong
positive		mong_mut
positive		mong_ngua
negative		mong_thit_lon
negative		mong_thoi
positive		mong_tran_trui
positive		mong_uoc
negative		mong_vao
negative		mong_xi_ga
negative		monger
positive		mongfind
negative		mongoose
positive		monish
negative		monism
negative		monist
negative		monistat
positive		monk
positive		monkens
positive		monkey_cong_bang
positive		monkfish
positive		monkish
positive		monkleigh
positive		monkshood
positive		monksilver
positive		monoamine
negative		monoarticular
positive		monobactam
negative		monocentric
negative		monochromasy
negative		monochromia
positive		monoclinic
positive		monocrop
positive		monodromy
positive		monody
positive		monogamy
negative		monogenea
negative		monohydrate
positive		monokini
positive		monolayer
negative		monolingual
negative		monomania
positive		monomaniac
positive		monome
negative		monomer_monome
positive		monomeric
positive		monomorium
positive		monophosphate
negative		monopoly_money
negative		monosodium_glutamate_bsg
negative		monosomy
negative		monosylail
negative		monosymptomatic
positive		monosynaptic
positive		monoterpenoid
positive		monotheism
negative		monotony
negative		monoxide
positive		monozygotic
positive		monroe_hoc_thuyet
positive		monsieur_croque
positive		monster
negative		monster_bo_sat
negative		monster_dien
negative		monster_pit
positive		monstrant
positive		montavista
negative		montenegrin
positive		montparnasse
negative		moof
negative		mook
positive		moolah
negative		moolah_tho
positive		moonbeam
negative		mooney
positive		moong
negative		moonie
positive		moonlit
positive		moonrise
negative		moonroof
positive		moonsault
positive		moonscape
positive		moonset
positive		moonstruck
negative		moot
positive		moot_corp
negative		mope
positive		moppet
negative		moradin
positive		morag
negative		moratorium
negative		moraxella
positive		moray_luon
negative		morbid
negative		morbific
negative		morbilli
negative		morbilliform
positive		morcerf
negative		mordecai
positive		mordellina
positive		morganatic
positive		morganite
positive		morganon
negative		morganton
negative		moribund
positive		moringa
positive		moringa_oleifera
negative		moritz_schlick
positive		morning_line
negative		moron
negative		morose
negative		morphe
negative		morphea
positive		morpheme
positive		morphett
negative		morphia
negative		morrison_temora
negative		morrtit
positive		morse
negative		morsel
positive		morsi
negative		mort
positive		morta
negative		mortal
negative		mortal_crash
positive		mortar
negative		mortar_carapace
negative		mortar_crush
negative		mortar_shield
positive		mortemart
negative		mortical
negative		mortice
negative		mortify
negative		mortise
positive		mortmain
negative		mosasur
negative		mosellan
negative		moser
positive		moses
negative		mosey
negative		mosfet
positive		mosh_colliery
positive		mosh_dan_nhac_ho
positive		mosh_endocarp
positive		mosh_khoang
positive		mosh_little
negative		mosharchats
negative		moshulu
negative		moslem
negative		mossad
negative		mostapply
negative		mostep
positive		mot
negative		mot_attangan
negative		mot_ben
positive		mot_ca_si
negative		mot_cach
negative		mot_cach_khon_ngoan
positive		mot_cach_ro_rang
positive		mot_cach_than_hinh
positive		mot_cai_doc
negative		mot_chieu
positive		mot_co_be
negative		mot_con_thinh_no
negative		mot_cuoc_hop_tith
negative		mot_dam_chay
negative		mot_dong_loa_mot_nguoi_ban
negative		mot_ho
positive		mot_hop
negative		mot_ke_ngoc
negative		mot_khau_ham_slit
positive		mot_khi_ban
negative		mot_khi_lich_hoc
positive		mot_khoang_rong
positive		mot_km
positive		mot_lan
negative		mot_lan_gioi_tinh
negative		mot_lan_hiep_dam
positive		mot_lan_nguoi_mang
positive		mot_lan_nua
negative		mot_loi_ich
negative		mot_minh
negative		mot_nguoi
positive		mot_nguoi_khac
positive		mot_nhi
positive		mot_nua
negative		mot_nua_con_tim
positive		mot_nua_lu_doan
negative		mot_phan
negative		mot_phan_chu_nghia
negative		mot_phan_khuc_hinh_anh
negative		mot_sach
positive		mot_sensory
positive		mot_so
positive		mot_so_log
positive		mot_su_tin_tuong
positive		mot_tay
negative		mot_teo
negative		mot_thi_tran
negative		mot_thu_bo
positive		mot_trai_tim_rong_mo
positive		mot_tram_lan
negative		mot_y_kien
positive		moth_moth
negative		mothball
positive		motherwort
positive		motile
negative		motilin
negative		motley_crowd
positive		motorcade
negative		motormouth
negative		motril
negative		motrin
negative		mottle
negative		motty_motty
negative		motu
negative		mouffe
negative		moulton
positive		mountain_retreat
negative		mousy
positive		moyy
positive		mozartean
positive		mozartian
negative		mu
positive		mu_chat_che
negative		mu_da
positive		mu_diec
negative		mu_do
positive		mu_knutty
negative		mu_mau
positive		mu_met_moi
negative		mu_nang_ne
positive		mu_nhua
positive		mu_quang_vi_tinh
positive		mu_rom
positive		mu_rom_rom
positive		mu_tat
positive		mu_tat_cat
positive		mu_tat_nong
negative		mu_tit
positive		mu_trick
positive		mu_trong_tay
negative		mu_tuyet
negative		mua
positive		mua_ban_sao
negative		mua_bao
negative		mua_cao
negative		mua_chuoc
negative		mua_da
positive		mua_da_tu
negative		mua_dong
negative		mua_dong_hoang_da
positive		mua_duoc
positive		mua_gat
positive		mua_gia_thap
positive		mua_ha
positive		mua_hang
positive		mua_he
negative		mua_khi_dieu_hanh
positive		mua_lai
negative		mua_lai_heme
negative		mua_loi_ra
positive		mua_moi
negative		mua_mot_cach_than_trong
negative		mua_nang_hat
positive		mua_nhan
negative		mua_rao
negative		mua_roi
negative		mua_roi_co_canh
positive		mua_sam
positive		mua_sam_tai
positive		mua_thoi_gian
negative		mua_thu
positive		mua_thu_chinook
positive		mua_thu_gio
negative		mua_thu_moi
negative		mua_thu_nhanh_ngu
positive		mua_thu_no_ro
negative		mua_thu_slumbery
positive		mua_thuan
positive		mua_thuc_an
positive		mua_tot_nhat
positive		mua_tua_vao_bam_vao
positive		mua_ve
positive		mua_xuan
positive		mua_xuan_cuon_day
positive		mubarak_rajim
positive		muc
positive		muc_cao_ky_luc
positive		muc_dich
positive		muc_dich_chung
negative		muc_dich_tieng_on
positive		muc_dich_tot_dep
negative		muc_do_nghiem_trong
negative		muc_do_nghiem_trong_khac_nhau
negative		muc_do_thu_ba
positive		muc_luc
positive		muc_luong
positive		muc_luong_cao
negative		muc_luong_gap
positive		muc_nuoc_cao
positive		muc_su
positive		muc_su_con_subgenus
positive		muc_su_dat_nuoc
positive		muc_su_lutheran
negative		muc_tang
negative		muc_thieu_no_cao_nhat
positive		muc_tieu_cuoi_cung
negative		muc_tieu_dai_han
positive		muc_tieu_den
positive		muc_tieu_huong_den
positive		muc_tieu_kho_khan
negative		muc_tieu_o_mat_sau
negative		muc_tieu_radar
positive		muc_tieu_so_diem
positive		muc_tieu_thu_hut
positive		muc_tieu_trung_dich
negative		muc_tieu_tu_tuong
positive		muc_vu_du_muc
positive		mucilage
negative		mucilagous
negative		muckeraker
positive		muckhole
negative		muckring
positive		mucomyst
negative		mucopurulent
negative		muddied
negative		muddled
negative		mudgett
positive		mudset_mud
negative		muelleri
negative		muff
negative		muff_cong_kenh
negative		muff_lon
negative		muff_muff
positive		muffle
negative		muffler
positive		mugf
positive		mugwump
negative		muhaddith
negative		mui
negative		mui_amoniac
negative		mui_chua
negative		mui_co_the
positive		mui_dai
positive		mui_de_chiu
negative		mui_gand
positive		mui_gia
negative		mui_heap
negative		mui_hech
negative		mui_hoi
negative		mui_hoi_thoi
positive		mui_huong_gamy
positive		mui_khau
positive		mui_mo
negative		mui_moc
negative		mui_mot_tay
negative		mui_mui
positive		mui_nac
negative		mui_nau
positive		mui_ngot_ngao
negative		mui_nhon
negative		mui_nong
negative		mui_nong_nac
positive		mui_ten
positive		mui_ten_thang
negative		mui_ten_thuong_han
positive		mui_thom
negative		mui_thu_vi
positive		mui_thuong_mai
positive		mui_tot
negative		mui_vui_ve
positive		mui_xe_am_vat
positive		muireadhach
positive		mujtahid
negative		mukesh_tiwari
negative		muktuk
positive		mulatto
positive		mulatto_no_le
positive		mulch
negative		mulct
negative		mule_mule
positive		muleteer
positive		mulga_snake
positive		mullah
positive		mullein
negative		mulligan
positive		multibuy
negative		multibyte
negative		multicam
positive		multicast
negative		multicollinearity
positive		multidisciplinary
positive		multifaceted
positive		multifayer
positive		multiflora
negative		multifocal
positive		multigrain
positive		multimillionaire
positive		multinucleate
negative		multiplexor
positive		multiplier_schur
positive		multitool
negative		multivalent_cation
negative		multocida
positive		multricse
negative		mumbo_jumbo
negative		mummery
positive		mumsy
negative		mun
negative		mun_dau_den
negative		mun_rop
positive		mun_ti_mi
negative		munchie
positive		mundang
positive		munic
positive		munificent
positive		muntha
negative		muoi
positive		muoi_can_tay
positive		muoi_hai
positive		muoi_hoc
negative		muoi_iot_hoa
negative		muoi_khoang
positive		muoi_lam
positive		muoi_mot
negative		muoi_nghin
positive		muoi_nitrit
positive		muoi_phut
negative		muon
negative		muon_co_thoi_gian
negative		muon_gio_lam
positive		muon_mieng
negative		muon_muon
positive		muon_nhat
negative		muon_tien
positive		muon_xau
negative		muong
negative		muong_bang_keo
positive		muong_canh
positive		muong_do
positive		muong_duong
positive		muong_gamey
positive		muong_xuc
negative		muoy
positive		muppet
negative		muraco
negative		murine_typehus
positive		murison
negative		murk
negative		murp
negative		murrain
negative		murray_cod
positive		murray_rothbard
negative		murt
positive		muscadine
positive		muscaria
positive		muscarinic
positive		muscarinic_acetylcholine
negative		muscline
negative		musimon
negative		musk_oxen
negative		muskeg
negative		muskellunge
positive		muskerry
positive		musket
negative		muskie
negative		muskrat
negative		musky
positive		muslin
negative		musquito
negative		mussy
positive		mustache_bushy
negative		mustela_puorius
positive		mustique
negative		mut
positive		mut_cho
negative		mut_cuoc_thi
negative		mut_duong
positive		mut_vao
positive		mut_vong_tron
negative		mutacular
negative		mutant_vot
positive		mutex
positive		mutex_lock
negative		mutilate
negative		mutilate_spree
positive		mutiness
negative		mutiny
negative		mutism
positive		mutism_askinetic
negative		mutt
negative		muttamim
positive		muttley
positive		mutton_curry
negative		muttonhead
positive		mutual_hieu
positive		muu_dien
positive		muzenberg
negative		muzzy
positive		mwah
positive		my
positive		my_nghe
positive		my_nhan_ngu
positive		my_pham
negative		my_thuat_nhua
negative		myalgia
negative		myalgic
negative		myasthenic
negative		mybulletinboard
negative		mycelia
positive		myclobutanil
negative		mycobacterium_avium_subsp
positive		mydoom
positive		mydoom_worm
negative		mydriatic
negative		myelination
negative		myelomingocele
negative		myelopathy
positive		myeong
positive		myfax
positive		myffanwy
positive		myhill
negative		mylanta
positive		mylar
negative		myles_dorrian
negative		myles_kennedy
positive		mynona
negative		myoclonic
negative		myoma
positive		myotomy
positive		myotomy_cologopharyngeal
positive		myotonia
positive		myrenoid
positive		myriapod
positive		myriapoda
positive		myrmecia
positive		myrmica
negative		myrrh
positive		myst_goi_lap
negative		mystique
positive		mystra
positive		mythey
positive		mytob
negative		myxoid
positive		n_xung_dang
positive		na_thi
negative		nab
negative		nabaztag
negative		nabbed
negative		nabbing
positive		nabokovian
positive		nac
negative		nac_cat
positive		nac_con
negative		nac_giam
negative		nac_hon
negative		nac_ram_mat
negative		nach
positive		nachen
positive		naches
positive		nadav_kander
negative		nadolol
negative		nae_nghi_ngo
negative		naff
positive		naftifine
positive		nag
positive		naginata
positive		nahal_tang
negative		nahegau
negative		nai
negative		nai_blade
negative		nai_sung_tam
negative		naiad
negative		nalbuphine
negative		naloxone
negative		naltrexone
negative		nam
positive		nam_bat
positive		nam_bat_co_hoi
negative		nam_ben_duoi
negative		nam_candida
positive		nam_chac_trong_tay
positive		nam_cham
negative		nam_dam
positive		nam_dau
negative		nam_gioi
negative		nam_giu_cong_khai
positive		nam_len_nam_xuong
negative		nam_men_lay_nhiem
positive		nam_muoi
negative		nam_ngoai_da
positive		nam_ngon_ngu
positive		nam_nguong_mo
positive		nam_nuoc_nong
negative		nam_phang
negative		nam_qua
positive		nam_sao
negative		nam_tay
positive		nam_tren
negative		nam_tren_dinh
positive		nam_tuoc
positive		nam_xuong_di
negative		namby_pamby
negative		namur
negative		nan_doi
negative		nan_doi_bat_nat
negative		nan_doi_bi_mac_ket
negative		nan_doi_co_thai
negative		nan_doi_gon_gang
negative		nan_doi_mang_thai
negative		nan_lai
negative		nan_nhan
negative		nan_nhan_bat_coc
positive		nan_nhan_bi_giam_cam
negative		nan_ni
negative		nana_sita
negative		nanda
positive		nang
positive		nang_ban_dap
positive		nang_bilobate
positive		nang_cao
negative		nang_cao_dia_nguc
positive		nang_cap
negative		nang_co_hoi
positive		nang_co_mat
positive		nang_dien
positive		nang_dong
negative		nang_len
positive		nang_long
positive		nang_long_ban_tay
positive		nang_long_may
positive		nang_luc
positive		nang_luong
negative		nang_luong_banh_da
positive		nang_luong_hat_nhan
positive		nang_luong_hieu_qua
positive		nang_luong_mat_troi
negative		nang_luong_mat_troi_phun_trao
negative		nang_luong_mat_troi_unrrupt
negative		nang_luong_nhiet_mat_troi
positive		nang_luong_psionic
positive		nang_luong_quang_dien
positive		nang_luong_racv
positive		nang_luong_thap
negative		nang_may_len
negative		nang_nang_ne
negative		nang_ne
negative		nang_nong
positive		nang_nucleus
positive		nang_olympic
positive		nang_pinnatifid
positive		nang_ram
positive		nang_suat
positive		nang_suat_cao
positive		nang_suat_cat_tia
positive		nang_suat_cay_trong
positive		nang_suat_dau_vao
positive		nang_suat_suc_manh
positive		nang_suat_thap
positive		nang_suat_thuc_vat_phu_du
positive		nang_suat_truc
positive		nang_thuy_san
positive		nanicience
negative		nanite
negative		nankivell
positive		nano
positive		nanobiot_technology
negative		nanocrystalline
negative		nanofluidic
negative		nanoindentation
positive		nanomedicine
negative		nanomet_phan_giai
negative		nanomet_size
negative		nanosponge
positive		nanotech
positive		nanoworld
negative		nantavi
positive		nantlle
positive		nao
positive		nao_cau_be
negative		nao_chet
positive		nao_dong
negative		nao_lai_day_dam_di
negative		nao_loan
negative		nao_long_vu
positive		nao_nhiet
negative		nao_nung
negative		nao_phan_tan
negative		nao_vet
positive		naoh
positive		nap_chat
negative		nap_day_ong_thoi
negative		nap_onset
positive		nap_tien
negative		napalm
negative		napalm_death
negative		napalm_demise
negative		napalm_distanet
positive		napery
positive		naphcon
positive		naphtali
negative		naphtha
positive		naplan
negative		napoleon
positive		napoleon_chi
negative		napoleon_wrasse
negative		nappy
negative		naprosyn
negative		naptha
positive		naptime
positive		naracoorte
positive		narasih
positive		naratriptan
negative		narayan_dutt
negative		narc
positive		narcan
negative		narcissist
negative		narcotic
positive		naringin
negative		narlowness
negative		narodnik
negative		narratoget
negative		narthex
negative		narwhal
negative		nary
negative		nasa_mariner
positive		nascent
negative		nasd
positive		nash_rawiller
negative		nasica
positive		nasolabial_flap
negative		nasopharyngeal
negative		nasserist
negative		nastsat
positive		natalia_vodianovum
negative		natalit
positive		natchez
negative		natesphere
negative		natri
negative		natri_huyet_thanh
negative		natrix
positive		natty
positive		natufian
negative		naturegiagia
positive		nau
positive		nau_an
positive		nau_sam
positive		nau_trung
positive		nauemi
positive		navami
positive		navaratri
positive		navratri
negative		navvy
positive		navy_bac
positive		nay
positive		nay_mam
positive		nay_nang
positive		nay_no
positive		nay_sinh
negative		naylor_leyland
negative		naysay
positive		nazarite
negative		nazism
negative		nazzam
positive		nbd
negative		ndull
positive		ne_sais_quoi
negative		neandertal
negative		neanderthal
positive		neap
positive		neap_surge
positive		neat_caper
negative		neat_crested_grebe
positive		neat_hai_huoc
negative		neat_nghiep_du
positive		neat_thaumaturgy
positive		neat_whoremonger
positive		neate_co_vu
positive		neatron
negative		nebbish
negative		nebinizer_tho
positive		nebula_mat_troi
positive		nebulae
positive		nebulise
negative		nebulise_tho
positive		nebulizer
negative		nebuzaradan
positive		necro_butcher
negative		necrom
negative		necrophagy
positive		necrophile
positive		necrophilia
positive		necrophilic
positive		necrophilism
positive		nectarines
positive		nederland_bukit_timah
negative		nedo_nadi
negative		needham
negative		needrophilic
negative		nefazodone
positive		nefeli
negative		neg
positive		negatron_plasma
positive		negatron_proton
negative		neisseria
positive		nekkid
positive		nem
positive		nem_bom
positive		nem_cat
negative		nem_chien_dau
negative		nem_da
negative		nem_dao
negative		nem_duoi_xe_buyt
negative		nem_khan
positive		nem_lao
negative		nem_len
positive		nem_mu_vao
positive		nem_thu
negative		nem_tran_dau
positive		nem_vao
negative		nem_vao_khan
positive		nem_xuong
positive		nematoda
positive		nemedia
negative		nemertean
negative		nemesh
negative		nemetona
positive		nemicale
negative		nemporical
negative		nen_brook
positive		nen_ep_chat_lai
negative		nen_hut_thuoc
positive		nen_moall
positive		nen_nhe
positive		nen_patty
positive		nen_phuc_sinh
negative		nen_punk
positive		nen_sinh_nhat
positive		nen_tang
positive		nen_tang_vung_chac
positive		nen_that_chat
negative		nen_tien_luong
positive		nen_tieu_chuan_moall
positive		neologisic
positive		neonate
negative		neophyte
positive		neoprene
negative		neopterin
positive		neoregostoma
negative		neospora
positive		neosporin
negative		neostigmine
negative		neostriatum
positive		neostylopyga
negative		neotectonic
positive		neotenic
negative		nep
positive		nep_breest
negative		nep_suoi
positive		nep_tam_tri
negative		nep_tang_len
positive		nepeta
positive		nephrolit
positive		nephrolith
negative		nephrootoxic
negative		nephrotic
positive		neponset
negative		neposism
negative		nerf
negative		nergal
negative		neritic_grave
negative		neritic_ravine
positive		neroli
positive		neron
negative		nes
positive		nesperennub
positive		nessie
positive		net_chu
positive		netaction
positive		netbsd
negative		netcat
positive		netegrity
negative		nether
negative		netheril
positive		netherley
negative		netherworld
positive		netid
positive		netiquette
negative		netnewswire
positive		netspend
